case_id,model,model_label,prompt,split,situation,num_tokens,module,layer,projection,shape,n,d,row_size_kib,paper_parameter_source,budget_index,budget_fraction,row_budget,method,method_label,selected_rows,row_match,importance_retention,relative_l2_error,relative_mae,cosine_error,output_norm_ratio,chunks,selector_median_ms,selector_p95_ms,read_wall_median_ms,read_wall_p95_ms,actual_total_ms,direct_rate,deterministic,fallback_used,error
tiny11-000722,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,1,0.5,2816,tile8_ceil,Cell-8,2816,True,0.5292329494895192,0.6173961162567139,0.625197172164917,0.21246248483657837,0.7502099275588989,41,0.156794,0.16976839999999999,3.217868,3.2599682,3.3746620000000003,1.0,True,False,
tiny11-000723,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,1,0.5,2816,wave_k1,Wave K=1,2816,True,0.5010321975819009,0.699421763420105,0.699289858341217,0.2840688228607178,0.6741194725036621,1,0.152896,0.1860601,3.126427,3.1762365999999997,3.279323,1.0,True,False,
tiny11-000724,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,1,0.5,2816,wave_k6,Wave K=6,2816,True,0.5133554361962167,0.6435604691505432,0.6518670916557312,0.23365318775177002,0.7281700372695923,6,0.392003,0.4486742,3.676065,4.4369439,4.068068,1.0,True,False,
tiny11-000725,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,1,0.5,2816,wave_k12,Wave K=12,2816,True,0.5181806057659861,0.638108491897583,0.645257294178009,0.22899973392486572,0.7307014465332031,12,1.555479,1.7752652999999998,3.57144,3.6369105,5.126919,1.0,True,False,
tiny11-000726,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,1,0.5,2816,wave_k18,Wave K=18,2816,True,0.5212681743184182,0.6328032612800598,0.6403244733810425,0.22468101978302002,0.7358282208442688,18,2.318206,2.6280976,3.435566,3.4485134,5.753772,1.0,True,False,
tiny11-000727,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,1,0.5,2816,wave_k24,Wave K=24,2816,True,0.5244333361392164,0.6295879483222961,0.6373960375785828,0.22205030918121338,0.7381175756454468,24,3.121207,3.3252676,3.398546,3.4686875,6.519753,1.0,True,False,
tiny11-000728,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,2,0.75,4224,paper,Paper,4224,True,0.7768547786875776,0.4054044485092163,0.41082292795181274,0.08568090200424194,0.8960964679718018,66,1.048101,1.2527736,4.997677,5.1357163,6.045778,1.0,True,False,
tiny11-000729,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,2,0.75,4224,tile8_ceil,Cell-8,4224,True,0.7743127669996199,0.40733352303504944,0.4133491516113281,0.08644503355026245,0.8911224603652954,53,0.182762,0.2036267,4.701593,4.990240999999999,4.884355,1.0,True,False,
tiny11-000730,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,2,0.75,4224,wave_k1,Wave K=1,4224,True,0.7503376305752687,0.4898093044757843,0.48753172159194946,0.12774419784545898,0.8449916839599609,1,0.189725,0.2076143,4.636742,4.9900676,4.826467,1.0,True,False,
tiny11-000731,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,2,0.75,4224,wave_k6,Wave K=6,4224,True,0.7589497436759267,0.4441364109516144,0.44974765181541443,0.1037786602973938,0.8745445013046265,6,0.243836,0.28632409999999997,4.943064,5.0480661,5.1869,1.0,True,False,
tiny11-000732,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,2,0.75,4224,wave_k12,Wave K=12,4224,True,0.7639015108422723,0.43450117111206055,0.4393278956413269,0.09902799129486084,0.8776973485946655,12,0.301243,0.3123616,4.834863,5.017878,5.136106000000001,1.0,True,False,
tiny11-000733,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,2,0.75,4224,wave_k18,Wave K=18,4224,True,0.7673912107612173,0.4265940487384796,0.43288180232048035,0.09528034925460815,0.882355272769928,18,3.088436,3.3608453,5.065313,5.1400085,8.153749,1.0,True,False,
tiny11-000734,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.10.mlp.down_proj,10,down,5632x2048,5632,2048,4.0,generic-8KiB,2,0.75,4224,wave_k24,Wave K=24,4224,True,0.7685150186985723,0.42290109395980835,0.42793431878089905,0.09351414442062378,0.8827806115150452,24,0.516306,0.6520998,4.765413,4.8612981,5.281719,1.0,True,False,
tiny11-000735,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,0,0.25,512,paper,Paper,512,True,0.28930360420633694,0.5101406574249268,0.5704349875450134,0.08612912893295288,0.6049963235855103,8,0.444161,0.4480643,1.022393,1.0500014,1.4665540000000001,1.0,True,False,
tiny11-000736,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,0,0.25,512,tile8_ceil,Cell-8,512,True,0.2840206657174389,0.5310078859329224,0.5908210277557373,0.08945620059967041,0.577288031578064,8,0.109736,0.1577411,0.896166,0.9169587,1.005902,1.0,True,False,
tiny11-000737,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,0,0.25,512,wave_k1,Wave K=1,512,True,0.2588298552141767,0.6846808195114136,0.7383943796157837,0.1623859405517578,0.42483675479888916,1,0.140683,0.1679323,0.887641,0.8974869999999999,1.028324,1.0,True,False,
tiny11-000738,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,0,0.25,512,wave_k6,Wave K=6,512,True,0.2804378313004992,0.6083934307098389,0.6378426551818848,0.1252899169921875,0.5069325566291809,6,0.284542,0.2918824,0.939658,0.9968331999999999,1.2242,1.0,True,False,
tiny11-000739,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,0,0.25,512,wave_k12,Wave K=12,512,True,0.2952228755310815,0.47209155559539795,0.5394138097763062,0.07754296064376831,0.6508001685142517,12,0.56698,0.6770671,0.900373,1.0283953000000001,1.4673530000000001,1.0,True,False,
tiny11-000740,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,0,0.25,512,wave_k18,Wave K=18,512,True,0.3035377318031324,0.455305278301239,0.5228879451751709,0.0732153058052063,0.6694275140762329,18,0.908029,0.9556372,1.050544,1.1064763,1.958573,1.0,True,False,
tiny11-000741,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,0,0.25,512,wave_k24,Wave K=24,512,True,0.31119713487611433,0.41878822445869446,0.4868572950363159,0.06366860866546631,0.7080767750740051,24,1.113071,1.2622919,1.008697,1.0387228,2.121768,1.0,True,False,
tiny11-000742,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,1,0.5,1024,paper,Paper,1024,True,0.5464472935572596,0.32218319177627563,0.3801855742931366,0.0395016074180603,0.7981430292129517,17,0.51913,0.6224194,1.533057,1.5709821,2.052187,1.0,True,False,
tiny11-000743,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,1,0.5,1024,tile8_ceil,Cell-8,1024,True,0.5427336544124794,0.3123049736022949,0.3706069886684418,0.03775608539581299,0.8091175556182861,14,0.097803,0.1022931,1.586097,1.8448893,1.6839000000000002,1.0,True,False,
tiny11-000744,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,1,0.5,1024,wave_k1,Wave K=1,1024,True,0.5108684075846728,0.46288788318634033,0.5202701687812805,0.06729727983474731,0.642531156539917,1,0.237374,0.2884184,1.639336,1.8203584000000002,1.8767099999999999,1.0,True,False,
tiny11-000745,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,1,0.5,1024,wave_k6,Wave K=6,1024,True,0.529330637183424,0.3649876117706299,0.4228856861591339,0.04641026258468628,0.7473152279853821,6,0.347821,0.4650937,1.533418,1.7286955000000002,1.8812389999999999,1.0,True,False,
tiny11-000746,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,1,0.5,1024,wave_k12,Wave K=12,1024,True,0.5407199406446743,0.32607465982437134,0.383232444524765,0.039991676807403564,0.7928541898727417,12,0.520063,0.7500192999999999,1.39021,1.4863929999999999,1.910273,1.0,True,False,
tiny11-000747,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,1,0.5,1024,wave_k18,Wave K=18,1024,True,0.5498646564195815,0.30833226442337036,0.36538687348365784,0.03700906038284302,0.8132568001747131,18,1.434212,1.4799284000000001,1.442177,1.4571269,2.876389,1.0,True,False,
tiny11-000748,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,1,0.5,1024,wave_k24,Wave K=24,1024,True,0.5527396800073193,0.2950819432735443,0.35297849774360657,0.03564256429672241,0.8337491154670715,24,1.624768,1.7217367,1.500337,1.5906313,3.125105,1.0,True,False,
tiny11-000749,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,2,0.75,1536,paper,Paper,1536,True,0.7820058797797335,0.19956713914871216,0.23585478961467743,0.017648398876190186,0.912769079208374,26,0.367678,0.4039705,2.008546,2.0116834,2.376224,1.0,True,False,
tiny11-000750,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,2,0.75,1536,tile8_ceil,Cell-8,1536,True,0.781474440899136,0.18779124319553375,0.22794300317764282,0.01505345106124878,0.9115619659423828,19,0.125144,0.1641779,1.998638,2.008304,2.123782,1.0,True,False,
tiny11-000751,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,2,0.75,1536,wave_k1,Wave K=1,1536,True,0.7631492703526438,0.19995364546775818,0.2408863753080368,0.017091035842895508,0.9048618674278259,1,0.21407,0.2708681,1.97884,2.0080729,2.19291,1.0,True,False,
tiny11-000752,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,2,0.75,1536,wave_k6,Wave K=6,1536,True,0.7695326125492483,0.1966352015733719,0.23973901569843292,0.016062796115875244,0.9014883637428284,6,0.154699,0.1994317,2.142978,2.1535368,2.2976769999999997,1.0,True,False,
tiny11-000753,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,2,0.75,1536,wave_k12,Wave K=12,1536,True,0.7766384185636926,0.18115755915641785,0.22039063274860382,0.014337241649627686,0.9197153449058533,12,0.259425,0.2802366,1.96738,1.9813110999999999,2.2268049999999997,1.0,True,False,
tiny11-000754,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,2,0.75,1536,wave_k18,Wave K=18,1536,True,0.7810294903904986,0.18439623713493347,0.22459198534488678,0.015315473079681396,0.9246386289596558,18,0.782704,0.8602039,2.224311,2.2649307,3.007015,1.0,True,False,
tiny11-000755,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.q_proj,21,q,2048x2048,2048,2048,4.0,generic-8KiB,2,0.75,1536,wave_k24,Wave K=24,1536,True,0.7841773812178706,0.1700405776500702,0.2076767086982727,0.012697994709014893,0.9266467690467834,24,0.324407,0.3300338,2.062478,2.2157462,2.386885,1.0,True,False,
tiny11-000756,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,paper,Paper,512,True,0.26553216795612966,0.6668654680252075,0.6936477422714233,0.15292322635650635,0.44427594542503357,2,0.227896,0.28465809999999997,0.480218,0.5676637999999999,0.7081139999999999,1.0,True,False,
tiny11-000757,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,tile8_ceil,Cell-8,512,True,0.2560364952338474,0.7357907295227051,0.750806987285614,0.19144874811172485,0.3668012320995331,1,0.15999,0.2046408,0.35293,0.3666001,0.51292,1.0,True,False,
tiny11-000758,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k1,Wave K=1,512,True,0.2588298552141767,0.7250690460205078,0.7544044852256775,0.17983627319335938,0.3747498095035553,1,0.138659,0.1608863,0.407301,0.4472826,0.54596,1.0,True,False,
tiny11-000759,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k6,Wave K=6,512,True,0.2804378313004992,0.6027441620826721,0.6424296498298645,0.13268858194351196,0.5274149775505066,6,0.469207,0.5587453,0.519973,0.6894897999999999,0.98918,1.0,True,False,
tiny11-000760,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k12,Wave K=12,512,True,0.2952228755310815,0.4965752065181732,0.5381050109863281,0.08763295412063599,0.6312966346740723,12,0.778396,0.9337747,0.497891,0.6846932,1.276287,1.0,True,False,
tiny11-000761,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k18,Wave K=18,512,True,0.3035377318031324,0.4691908359527588,0.5068099498748779,0.08037924766540527,0.6630231142044067,18,0.838879,0.9263968,0.536784,0.589632,1.375663,1.0,True,False,
tiny11-000762,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k24,Wave K=24,512,True,0.31119713487611433,0.4181777536869049,0.4592328667640686,0.06556916236877441,0.7152652144432068,24,1.985443,1.989889,0.736077,1.0381953,2.72152,1.0,True,False,
tiny11-000763,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,paper,Paper,1024,True,0.5212159192927681,0.4475245773792267,0.4813253581523895,0.06275784969329834,0.6567051410675049,3,0.217456,0.2350123,0.556231,0.566239,0.773687,1.0,True,False,
tiny11-000764,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,tile8_ceil,Cell-8,1024,True,0.5127534609644383,0.4962707757949829,0.5230134129524231,0.0789264440536499,0.6134031414985657,2,0.113573,0.142526,0.383697,0.4131378,0.49727,1.0,True,False,
tiny11-000765,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,wave_k1,Wave K=1,1024,True,0.5108684075846728,0.4889925718307495,0.5186271667480469,0.07702487707138062,0.6213183403015137,1,0.136876,0.17365540000000002,0.448038,0.5295681,0.5849139999999999,1.0,True,False,
tiny11-000766,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,wave_k6,Wave K=6,1024,True,0.529330637183424,0.3709981143474579,0.4079798460006714,0.047048747539520264,0.7390455007553101,6,0.275044,0.3020044,0.452957,0.5050832,0.728001,1.0,True,False,
tiny11-000767,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,wave_k12,Wave K=12,1024,True,0.5407199406446743,0.317524254322052,0.3537607192993164,0.03664499521255493,0.7934295535087585,12,0.451103,0.4951148,0.551531,0.7024016000000001,1.002634,1.0,True,False,
tiny11-000768,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,wave_k18,Wave K=18,1024,True,0.5498646564195815,0.28901854157447815,0.3265470266342163,0.031516432762145996,0.821882426738739,18,1.393305,1.7627541,0.570136,0.5994499,1.963441,1.0,True,False,
tiny11-000769,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,wave_k24,Wave K=24,1024,True,0.5527396800073193,0.2772849500179291,0.315387099981308,0.03058469295501709,0.840368390083313,24,1.993638,2.2415664,0.617766,0.661227,2.6114040000000003,1.0,True,False,
tiny11-000770,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,2,0.75,1536,paper,Paper,1536,True,0.7726358296307733,0.18773286044597626,0.21590539813041687,0.013927817344665527,0.8989985585212708,4,0.246161,0.2953379,0.472463,0.5038964,0.718624,1.0,True,False,
tiny11-000771,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,2,0.75,1536,tile8_ceil,Cell-8,1536,True,0.7631492703526438,0.20636948943138123,0.23818998038768768,0.01775115728378296,0.8962185382843018,1,0.114243,0.1401936,0.519852,0.6349071,0.634095,1.0,True,False,
tiny11-000772,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,2,0.75,1536,wave_k1,Wave K=1,1536,True,0.7631492703526438,0.20636948943138123,0.23818998038768768,0.01775115728378296,0.8962185382843018,1,0.177592,0.20052129999999999,0.618717,0.6348396,0.7963089999999999,1.0,True,False,
tiny11-000773,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,2,0.75,1536,wave_k6,Wave K=6,1536,True,0.7695326125492483,0.19451706111431122,0.22523318231105804,0.015410959720611572,0.8994280695915222,6,0.162333,0.19667880000000001,0.451214,0.4652711,0.6135470000000001,1.0,True,False,
tiny11-000774,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,2,0.75,1536,wave_k12,Wave K=12,1536,True,0.7766384185636926,0.1848459094762802,0.21385186910629272,0.014184296131134033,0.9083526730537415,12,0.187361,0.197297,0.570026,0.5942369,0.757387,1.0,True,False,
tiny11-000775,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,2,0.75,1536,wave_k18,Wave K=18,1536,True,0.7810294903904986,0.16254429519176483,0.1903603971004486,0.011627435684204102,0.930919349193573,18,0.628265,0.6763699999999999,0.679711,0.7658311,1.307976,1.0,True,False,
tiny11-000776,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.k_proj,21,k,2048x256,2048,256,0.5,generic-8KiB,2,0.75,1536,wave_k24,Wave K=24,1536,True,0.7841773812178706,0.16306525468826294,0.18781505525112152,0.011242091655731201,0.9237017035484314,24,0.224861,0.2560136,0.680293,0.7283430999999999,0.905154,1.0,True,False,
tiny11-000777,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,paper,Paper,512,True,0.26553216795612966,0.8627028465270996,0.8821365237236023,0.49402791261672974,0.5222191214561462,2,0.225852,0.2458068,0.338523,0.33930689999999997,0.5643750000000001,1.0,True,False,
tiny11-000778,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,tile8_ceil,Cell-8,512,True,0.2560364952338474,0.8678695559501648,0.8865617513656616,0.5028714537620544,0.5154139995574951,1,0.088575,0.0961944,0.257812,0.27050830000000003,0.346387,1.0,True,False,
tiny11-000779,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k1,Wave K=1,512,True,0.2588298552141767,0.8584055304527283,0.8776853680610657,0.48700159788131714,0.5182371139526367,1,0.12839,0.1486238,0.276607,0.2979415,0.404997,1.0,True,False,
tiny11-000780,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k6,Wave K=6,512,True,0.2804378313004992,0.8572487831115723,0.8800272941589355,0.4845820665359497,0.5384621024131775,6,0.232184,0.284996,0.418853,0.4481678,0.651037,1.0,True,False,
tiny11-000781,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k12,Wave K=12,512,True,0.2952228755310815,0.8382062315940857,0.8594743609428406,0.4544578194618225,0.5598912835121155,12,0.498572,0.5421869,0.425376,0.5020091999999999,0.923948,1.0,True,False,
tiny11-000782,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k18,Wave K=18,512,True,0.3035377318031324,0.8406209945678711,0.8638922572135925,0.4577323794364929,0.5686843991279602,18,0.760993,0.7751671,0.489355,0.5142507999999999,1.250348,1.0,True,False,
tiny11-000783,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,0,0.25,512,wave_k24,Wave K=24,512,True,0.31119713487611433,0.8472973108291626,0.868474543094635,0.4678838849067688,0.5646788477897644,24,1.298368,1.3329577,0.542805,0.6201428999999999,1.841173,1.0,True,False,
tiny11-000784,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,paper,Paper,1024,True,0.5212159192927681,0.6972797513008118,0.7232735753059387,0.28290051221847534,0.7378550171852112,3,0.21373,0.2516911,0.425055,0.4309518,0.638785,1.0,True,False,
tiny11-000785,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,tile8_ceil,Cell-8,1024,True,0.5127534609644383,0.7014138698577881,0.7267708778381348,0.28708523511886597,0.7280451655387878,2,0.110136,0.1516854,0.393686,0.3951467,0.503822,1.0,True,False,
tiny11-000786,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,wave_k1,Wave K=1,1024,True,0.5108684075846728,0.6965374946594238,0.7191545367240906,0.2824697494506836,0.7212827801704407,1,0.1394,0.1548377,0.377266,0.4212139,0.516666,1.0,True,False,
tiny11-000787,tiny11,TinyLlama-1.1B-Chat-v1.0,cal_medium_reasoning,calibration,medium,70,model.layers.21.self_attn.v_proj,21,v,2048x256,2048,256,0.5,generic-8KiB,1,0.5,1024,wave_k6,Wave K=6,1024,True,0.529330637183424,0.6977627277374268,0.7235914468765259,0.2832831144332886,0.7402962446212769,6,0.301044,0.3593649,0.405087,0.4589178,0.706131,1.0,True,False,
